gene
CRYGD
CSMD1
ZNF664
PABPC3
UBL3
LTBP4
SLC9A11
SPTBN4
PER3
RNF111
HOPX
DLK1
ZFP41
C12orf34
IGF2R
RPRD1A
MAPK4
LOC169834
NRCAM
CNRIP1
LARP6
SYT1
FAM8A1
UNC84A
OR6V1
CRIP3
TULP1
OCA2
FAM38A
PLXNC1
CBR4
RRP1
RIN3
SPAG7
PNMA2
PPFIBP1
MYBL1
FAM189A1
FEV
KIAA0182
TAF15
TFAP4
UBR1
GBF1
ZNF613
DPYS
CAMSAP1
PLA2G15
DOCK1
SFRS6
SNN
GOLGA3
FGF4
AKAP8L
CDK8
ACSL5
PDGFRA
CCDC88B
CRHR1
HAPLN4
HTR1D
ARL6IP5
RNF220
ZNF226
ZNF788
LOC401463
LRPPRC
CARKD
NBL1
COX5A
RHOD
RASL10B
ELOVL5
SERINC5
NGFR
CDR2
MECOM
ERCC6
MAP3K9
NUDT17
ZEB2
SLC20A2
PADI3
COQ10A
ABR
S100B
ZSCAN18
TBC1D16
C13orf15
DIP2C
SYNJ1
IKZF4
DNAH10
ALDOA
CLNK
BAIAP2
LOC100132354
TEAD3
HLA-L
ANK3
DEF8
HPCA
ZNF710
NR2F2
FECH
C6orf10
KCNJ9
NCRNA00095
NCAPD2
UBTF
OSBPL1A
EPB41L3
TAS2R39
TGOLN2
DCC
VHLL
PHKG2
CD2
ITPKB
TCF12
STAC2
KIAA1683
THBS1
LOXL1
TSPYL3
ZBTB20
GABBR1
SORBS2
WHSC1
MTSS1
NCOA7
ZNF808
GABRA5
PTMS
ARHGEF4
EHMT2
GOT2
KRT5
ZIC4
GLTSCR2
NOL10
HIP1
HEXIM1
DGKI
PROM2
CUX2
DCTN2
KIF13A
USF2
CCNB1IP1
VPS28
RNF207
HCG4
ICA1
SLC25A2
DLEC1
UQCRFS1
MEPCE
PRKAB2
TRIM15
ABCC1
ZBTB9
ARHGEF10
RBM8A
MFAP2
RXRB
SERPINB1
FRMD1
PSAP
PNPLA6
PRPF38B
SLC44A4
PRB1
ATG4D
FAM126A
BRCA2
ALPK2
C7orf44
TSPYL5
AP2B1
LONP1
TP53I13
ATP5E
LRRC47
SNX4
FGFRL1
EVI5L
NELL2
USP4
MARCH1
CHCHD3
MORN1
FOXN2
SNX7
TGIF1
SENP2
SETD8
UHRF1
TCEB1
CROT
KIAA1539
MGRN1
SLC35B4
EPS8
TSNARE1
KNDC1
ATP11A
CTU2
TAF8
RALYL
HEYL
RHOG
UGP2
FDPS
CNIH3
ACTA1
SAMD1
MIR1977
TMEM178
ZBTB46
C16orf81
C14orf64
PQLC1
RUNX3
TTYH3
CBFA2T3
PTPRN2
PUM1
ARF1
C6orf124
HOXD8
MTG1
WDR60
UBE2S
DEPDC7
DAXX
ABI2
C7orf50
PARM1
HPCAL4
NUP107
A2BP1
GALP
ADCY9
KIF26B
GRIN2A
ARL6IP4
ATXN7
MOGS
"NAT15"
USP40
SLA2
C1orf54
CCL1
LZTS2
DGKQ
RBM45
C1orf63
RRAD
MAZ
LPHN1
EML6
CPNE7
RFX6
PWP2
SETBP1
PIK3CB
C10orf26
NOTCH2NL
OR10G8
TMEM101
PXDN
FASLG
SMCP
LGI3
GGN
CCL8
CABC1
FBXO31
EXOC4
CUTA
TRAPPC3
SEMA6B
CREBBP
ABCA3
SLC47A2
TAX1BP1
SFXN4
CCDC138
COL23A1
PHF23
DLL4
KLHL2
SLC25A12
TANK
HOXA3
RPS27
LCN1
PODNL1
MYCL1
SMOC2
EBF3
MICAL3
MXRA8
TPO
NDUFB10
C15orf40
ARHGEF11
SLC6A16
C17orf85
DLGAP1
PTPN22
MKI67IP
UNC5A
SYNE1
KLC2
CD164
C1orf74
KCNK12
LOC728743
PARK7
CCDC52
ANKH
NR2C2
CCDC135
METTL13
LASP1
PLEKHH3
AP1S1
NOXO1
DOT1L
PEX1
SGPP2
PHF15
COG1
FGF3
GNG4
BTBD19
VSX1
KCNAB2
LOC100189589
WDR27
FHL2
COL12A1
EPHA7
POP5
KCTD1
WTIP
KIAA0513
GLT25D2
CDH5
ATP8A2
C2CD4C
NSMAF
RUNX1T1
SETD4
RBL1
ARHGAP30
PSMB9
RRP7A
PHF19
ODZ2
SNTB2
PWWP2B
PPP1R12B
PLOD3
COL20A1
SLC7A5P2
C1orf57
GPR149
SNRPA1
PXDNL
PDE4B
LRP6
CAPS2
MYO1D
CUL5
RNF219
MIR526B
BAHCC1
PKD1L3
LOC732275
PHF21B
CBX2
PDCL2
GABRA1
CBLN1
GDNF
DACH1
TMED5
TMEM177
LOC25845
HSDL1
WARS2
KLF9
SVIL
CLYBL
CMTM2
PRDM16
CSDE1
NOM1
RNF216
APPBP2
BTNL9
CMIP
SMURF2
PRKCA
MGC14436
SERPINB8
DNMT3A
GNAI2
MAP2
JAG1
CCL24
GIMAP7
VARS
CYP2C19
C10orf4
SLC4A11
FOXP1
ST3GAL1
CTNNB1
ZCCHC14
PSMD4
SCLY
ZNF627
TMEM108
B3GALT4
PRB3
NCKAP5
PDE4C
RPS6KA2
POM121L12
TACO1
ATP1B2
MGC45800
DGKH
C7orf28B
CYP20A1
TTC15
ESPNL
MCF2L
C21orf54
SH3PXD2B
CYP7B1
QRICH2
RASA3
BRUNOL5
TTLL3
NUBP1
PRR13
CYBA
C7orf30
LOC389332
C1D
MIR523
C2CD2
UBE2Z
PTPRE
CORO7
RLN1
RADIL
PLCH2
FBXO47
DOK5
CD7
FAM163B
RIMBP2
RERE
B3GNT2
GPSM1
PABPN1L
ARHGAP21
GRM7
KSR2
CTDSPL
SLCO4C1
PCBP2
DUSP27
C9orf125
ACOT7
COL7A1
CTSB
OPN5
ARMC4
GAS2L1
ARF5
TGFBRAP1
C1orf220
KIAA1549
MIR142
TRPC3
TMEM200C
RYR2
SLC16A1
P2RX2
ZBTB12
CTNNA2
WNT10B
PIGQ
CACNA1I
STOX2
KLHDC9
HOOK1
PRMT8
FMNL2
SLITRK3
PI16
GLRA1
PFKP
HOXC13
RNF213
PES1
TRIM41
GRTP1
KLRD1
VPS13D
C7orf49
DDX11
AGAP1
GALK2
RB1
COL1A1
PAX6
KY
LOC441869
KCNS3
LOC728643
CENPF
LEO1
WIBG
F11
TECR
NRBP2
LIMA1
UBE2E1
PANK3
NLGN2
SUCLG2
SQSTM1
CDK12
ITGA2B
PLXNB2
KDM1A
OS9
TULP2
PPP1R2P1
C6orf173
KRT31
WDR69
SLC12A7
TNFAIP8L3
KIAA1688
TPCN1
C15orf61
PTPN14
PDE3A
NEURL3
PLS1
C16orf74
SERTAD2
AP2M1
LRRC8C
YAP1
FOXK1
SLC2A4
FGR
EPPK1
PAX7
FAM66B
ACTL7A
CACNB3
LRIG2
SLC39A4
FAM43A
NHLH2
STXBP5L
FAM159A
ACRV1
MPPE1
ATP5J2
RPUSD2
TCHP
VANGL2
CHD3
OLFM3
EBNA1BP2
C8orf42
HEY2
IL12B
ZNF407
EPC2
DBX2
HLA-DOA
GPATCH3
OPN3
METTL6
PLEKHA6
DCHS2
ZNF131
MTHFD1L
ATP5D
ATP6V1B1
SPATA3
RHOQ
PIK3R1
MYT1L
DVL3
WDR91
HERC1
CRIM1
GLI2
CACNA1S
CPNE4
SOX21
CSNK1G3
CDH10
COL9A2
RBM22
FAM151B
TBC1D24
CCDC17
JUB
CLCN3
SDK1
SLC7A5
STK3
ARAP3
DNAH12
ENOX1
DDX21
TUBB
GRM4
RAB11FIP4
ANKRD36B
SLC35B2
JOSD1
TMEM63B
SASH1
RHOBTB2
ESR2
ODC1
FARP1
KIF20B
FHIT
MSH5
PPM1K
MOCS2
C9orf24
CLDN7
KIAA0146
SOX1
RAI1
MEGF6
ALG1
OR2M2
ZC3H12D
LMTK2
OAT
PKIB
ALK
ONECUT1
SLC22A15
MIR548N
APLNR
HAX1
LOC143188
FAM26F
WDR76
CLDN23
NCBP2
C7orf25
SFXN1
SARM1
ZFHX3
HELT
JARID2
HMGB1
ADARB2
STRA6
PGBD5
SLC27A6
ELFN1
TBC1D20
GRM8
EGFLAM
BSN
UBTD2
C1QTNF7
CYMP
POMP
UNC93A
FLNB
LIPC
EXD3
EXOC3
TMEM26
EPM2A
ASAP1
LOC285768
OXTR
MDK
ZNF740
MAD1L1
SOX11
MMP2
HTR3A
MIB2
SNORD115-40
GPR68
H2AFY
WNT3A
PURA
THOP1
CHD4
HOTAIR
TAOK2
RPS15
ZC3H15
ARFGAP3
OR6M1
B2M
RHBDF1
OR52N5
EED
SLFN11
GRK6
C17orf82
EFCAB6
SACM1L
CD8B
GALNTL1
RUFY1
TBCB
SAMD14
SGSH
EPHA4
RGNEF
GREM2
TSPAN9
ABCC3
FNBP1L
IFFO1
PLD1
NISCH
PTCD1
XPO1
MARCKSL1
C21orf70
SFRP2
FLJ32063
IFT140
SLC12A5
TYMP
C10orf41
MAP3K5
MOCS1
SIPA1
MOBKL3
KCNMA1
OSTBETA
DNM1L
DDO
KIAA0415
EEF1D
MTHFSD
TRAPPC9
KRTDAP
C22orf33
TFF2
MYBBP1A
NKD1
MAPK8IP2
PPP2R2B
CORO1C
DLL1
TTBK1
SPG20
LRRC14B
PHAX
GATAD1
PROKR1
FGD5
PRR5L
RIPK4
FBXO2
DIRC3
PDE4DIP
STAU2
MBNL1
OAS2
EN2
SLC13A2
CAMKK1
DHX9
PTPN9
TNFRSF18
BTBD12
GALNS
ATCAY
KLK12
PPT2
AS3MT
TBC1D14
CTBP2
SRRM2
G3BP2
RP9
SIM1
SRPK1
IL6
SLC2A7
RAB11FIP3
SLC45A1
TICAM1
TNFRSF25
NKX6-3
FBXO21
SYNRG
PPRC1
ATXN1
SOX14
GCC1
RFPL4B
GP9
SNX29
IQSEC1
TES
SPP1
VAT1L
PCGF2
DPP10
TMEM131
ABHD2
EP400
PITX1
LOC153328
PPM1L
MEF2D
SCG3
SDHA
DHRS12
SYNPO
LOC285830
SLC43A1
COL15A1
CCNO
FAM19A2
SGIP1
MIA3
ARHGEF2
C5orf49
GATA4
TMEM125
RGS22
ZNF507
PRDM4
C1orf55
STIM2
MAX
IL4R
MARVELD3
ANO10
ZNF17
MUC20
PEBP1
ENTPD3
KLHDC4
FSTL1
KRT20
GABBR2
BIN1
INPP4B
FAM91A1
NMI
PHF11
SND1
WAC
SLC44A3
PCNT
CLIC5
RHOT2
FBXW8
AQP2
EMILIN2
SEC14L4
CASC4
NDOR1
SEMA5B
LEPROTL1
NPNT
PPP1R15B
MTERFD3
ANAPC4
CROCC
CDH11
SPG21
KLF14
HRNBP3
CREM
KIF3C
BAT5
ZNF775
ZNF823
MAPK13
ADAM22
CDH20
JPH3
ERGIC3
NID1
PLEKHO1
TMEM136
SNTG2
DHX36
SLC35F1
UBE3A
ST8SIA4
UXS1
FBXL16
PDLIM5
TANC2
ADAMTS2
ZNF195
DLX5
CRB1
FAM193A
SIX3
GOLGA7B
FSCN1
SYT10
QPRT
METTL2B
KCNH1
ERLIN1
LOC148709
MST1R
SLC41A1
OR7D4
LOC645166
LETMD1
EPAS1
RPTN
YAF2
KIAA1012
PNLIPRP2
CLCNKB
FAM96A
HMCN1
KIAA1199
IGF1R
MAP2K1
TAF4
WDR51A
LOC440839
SYN3
MKRN2
CCDC19
GJB7
RRAGD
KIAA0040
CNNM4
PRKG1
SHISA2
C7orf57
WWC2
D4S234E
UNC45B
ZNF462
HRG
MIR521-2
SUPT4H1
RNF11
MRPL28
MPZ
MGAT3
CDK14
GATSL3
CUGBP2
LOC100271715
ASCC1
KIAA1026
ROPN1
SCG5
FAM55C
SERPINB6
SLC35D3
SEC63
CLIC4
ZFP161
SLC2A1
SARS
CD46
COL18A1
EBF4
CA14
GADD45G
SRP19
TESK2
TMEM81
ETNK2
KLHL21
FAM164C
MPDU1
KCNQ2
FAIM
WDR31
STYK1
ZNF311
PAQR6
NUDT14
FBXO46
C1orf35
SYCE1L
FA2H
LOC388588
FBRSL1
LMNA
GXYLT1
SYNGAP1
GKAP1
NCL
DIABLO
ADAMTSL3
ZNF670
POLD2
VPS18
DPYSL3
AGXT2L2
HAP1
EPHA2
TMEM179
MCFD2
GATAD2A
DGKZ
ASTN2
PGM2
THSD4
BAT2
ELFN2
LOC100292680
C3orf54
C1QA
NT5DC2
TRIM17
KCNT1
UBN2
GLIPR1L2
TMEM192
SLITRK5
SLC36A3
GPA33
HIVEP2
LDB3
CALCOCO1
MIR518E
PHF2
C7orf26
NFATC1
C10orf131
TNIP1
DDAH2
B3GNTL1
SCRIB
GNAI3
IGFBP1
ITPR3
MAGI2
CDH4
RNF34
KCNK9
SOLH
PLXNA1
ASB18
CHRNA7
FAM41C
SLC16A8
MAP3K6
MYOZ1
TEAD1
SSBP3
C1orf151
PEF1
ZFPM2
ERC2
CCDC48
COL25A1
PPP1R1B
ELAVL3
PYHIN1
OR2B11
PTPMT1
NOC2L
CUL1
SLC2A5
FLJ42875
FAM117A
HLA-H
CABP1
PIGV
SLC2A8
DLGAP3
AK2
OR2H1
UNKL
DNAJB6
NFATC2IP
PLOD2
SPTB
PHGR1
C6orf115
TBCEL
LHX9
THRAP3
CAMK1D
EPS8L2
COL11A2
AARS2
RFT1
ADAMTS13
AMD1
MGAT5B
PDCD6IP
CR1L
TOPORS
MRPL22
ADAMTSL1
SLC27A2
B9D1
SNAI2
PTTG1
ZNF251
IGSF3
C6orf97
PIGB
PPAP2B
HSPA1L
ARSG
VPS13B
TTLL8
FAM195A
AFF3
PDE9A
TMCC2
MOV10
TTC24
TRPC7
GTF2F2
DTNA
LPP
LAMP3
INSM1
SNCA
OR6K2
NFKB1
RSAD1
ADAM19
C6orf174
AUTS2
CARD11
SEC11A
SORCS2
HRH1
PEX10
TRIM31
GRAMD1C
KDM4C
NDUFA3
STMN3
ARHGEF16
MTUS1
ZNF831
PCYT1A
LRRC34
C20orf29
ARG2
KATNB1
TMEM180
WISP1
GNPTG
ARRB2
PFKFB3
SOX17
MKRN1
THBS4
CLSTN1
SAPS2
ZNF518B
TBX6
TNRC18
LMO1
WSB1
C8orf55
CPNE3
PHLDA3
PRDM2
CARS2
MMAA
MIR886
GPRIN1
CBX4
ZNF205
TMEM33
PCIF1
MAGI1
WNT3
PRDM13
ULBP1
TRIM40
HLA-G
KIF23
SH3PXD2A
ALG5
ARHGAP26
EXT1
ZNF280B
ADAMTS16
PDGFA
BRMS1L
NOTCH1
USP36
TEX264
PRPSAP1
ERF
CACNA2D2
UBE2QP1
IDI1
TET1
NEURL
PI15
RSL24D1
TIGD7
C14orf102
ADCYAP1
PCDH1
SRP14
MKNK1
WDR35
STARD3
INTS4L2
PRDM6
RAPGEFL1
FAM46A
DSE
SMAP1
C16orf89
CDX2
EPHA5
DTYMK
PRMT3
ZNF337
ABLIM2
FKBP5
CHRD
LOC145845
MITF
ZNF260
POLR2J
AFAP1L1
LOC401127
DNAJC15
C5orf42
C16orf11
HGS
CCDC109B
CAMLG
MFHAS1
RFX4
CTNNA3
REEP5
ARID5B
BASP1
IPO5
FAM192A
CAMK2D
KIF5C
CD276
POLM
WIZ
ZNF605
FAM107B
A2M
UBASH3A
BANP
CACNA1H
CLSTN2
MYH1
RABEP2
PGS1
C3orf37
GRIK2
INPP5A
AFAP1
CARD14
MCF2L2
HOXB9
MIR130A
GNPTAB
RANBP3
IL21
C1QC
DST
SLC38A1
ZNF836
CMPK2
RBM46
KIAA0427
GFRA2
GUSB
HELB
C10orf78
TBC1D28
FAM169A
STAT1
HIC1
PMEPA1
RC3H2
KLHL18
NUP88
EDF1
AATF
MIR193B
C2orf90
MEIG1
SCARA5
SLC25A30
ABCB8
C2orf71
GLT8D1
SNTG1
ANGPT4
CRYGA
TOP1MT
EEA1
GPR176
IRF5
CHMP7
AMZ1
TUFM
SLC38A4
EPB41L2
HCLS1
LOC389493
ABCB1
HPCAL1
POLR3B
SEPHS1
LGALS1
DLGAP2
C10orf128
C6orf154
PPIB
TBC1D1
APOA1
LIMS2
RPRM
BAI1
MNX1
NMUR1
GGA2
MESDC1
DAP
SLC6A9
RCBTB2
BCL7A
HDAC4
FJX1
ZNF718
ACSF3
ACTR3B
LONRF2
MCCD1
PHKG1
GNPDA1
GGT6
"NAT8L"
LHX8
COL4A2
SMAD7
PHLDB1
ITGB4
UBE2K
SAMD11
NTRK3
FAM5C
EFNA3
CACNA2D1
FANCF
ATP6V1E1
MYH11
HIST3H2BB
MAP3K14
VIM
KRR1
SHC1
CNKSR1
CHRM2
MTSS1L
HIVEP3
SNRNP48
FAM19A5
ZFR2
GNG12
TBCD
CTBP1
TTYH2
AHSP
MT1X
KIF2C
GATA6
SLAMF1
TPST2
TFAP2E
SPSB1
C3orf10
SBK2
MGMT
UCK1
MGLL
PLA2G4F
INPP5D
RBM6
MRPL3
SPIRE2
AADAT
VPS8
DOK6
ZFYVE9
RC3H1
BCAR1
CHRNB2
SLC25A15
DMRTA2
SLCO4A1
ILDR2
AMFR
MRM1
INTS2
ADAD1
SPRR2E
MIR429
TMEM115
TXNL1
TNRC6A
CPNE2
SP9
TMIE
JAK1
LCA5
KRTAP5-8
ZNF692
NRM
ZNF623
ZNF517
ZNF778
C1orf86
XCL2
CDK13
KDM4A
MESP2
TNFRSF1B
TFAP2B
WNT10A
TPM3
ZKSCAN1
MED13L
EXOSC10
NPR3
ANXA2
PRDX2
HSD17B8
RTF1
ZKSCAN5
HERC2
MYO3A
BRD1
DDAH1
TCF7L1
HRASLS2
APLP2
CCM2
FAM176A
USP6NL
FLVCR1
THY1
GDAP1L1
HTR4
BMP8B
STK10
RASGRP2
PARS2
LOC646982
DOCK5
LDLRAD3
PRKAG2
PELI3
DHODH
HEATR2
SIX6
ERICH1
FNDC1
HERPUD2
DPPA3
FAM102B
CCDC11
OXGR1
IGF2BP1
ALMS1P
RGS21
TBX4
PTK6
ELMO1
SLC35A3
SELPLG
MOGAT3
WDFY3
PCNA
PUF60
TCF7L2
ESPL1
PKN1
LRRC27
OR6P1
NEB
PDE7A
PCDH10
COL16A1
B3GALNT1
SUZ12
CLRN1OS
FCRLB
SLC35F3
P2RX1
HDAC2
GRIN1
"NAE1"
MTRF1L
LOC388955
FZD6
OSGIN2
UBE2F
ZDHHC13
KIAA1429
DOCK7
MTDH
SLC10A5
MCCC1
EML4
ADD1
TTL
SLC6A1
GPR78
GSTA4
DDX58
MOSC2
VENTX
PPM1D
SPNS2
LOC387763
ALKBH5
COQ2
MYC
MKKS
FBXO28
BRUNOL4
PKD1L2
NFIA
CDCA7
TTC32
C2orf27B
C17orf101
ENAH
LDLRAP1
ZFPM1
WWOX
C3P1
RAB5B
MAPK11
C2orf80
C1QL1
VASH2
CNPY3
EPHA8
IGFN1
PERP
GOLT1A
CENPC1
C18orf1
CRLF3
DCTD
GNAT1
HEPACAM2
KHDRBS1
C3orf24
TMEM184B
C20orf43
MEG8
FMO9P
FGF10
BLVRA
REPIN1
WSCD1
FUK
MPPED1
PPFIA1
C3orf21
ABL1
GNA11
CCDC64
PRNP
ETS2
WDSUB1
RPS3A
BATF3
GJD4
ASPH
TNXB
MAP7D1
TNFSF9
HACE1
NCOR2
CLGN
C3orf18
AMOTL2
MORN3
C10orf46
PCGF3
PCDH21
NR2E1
ZNF527
FAM171A2
RBM16
ATG7
HRH3
FHDC1
C1orf101
BTBD11
CDRT15P
SERPINE3
BCAS3
AMPD2
ITGB5
PRKCZ
WRB
NUDT9
C20orf117
CECR7
SFPQ
ZCCHC8
PKM2
ZNF148
TRAM2
SGMS1
C1orf216
C16orf72
SMAD2
BUB3
ARHGEF10L
FMNL3
FAM76A
MICALL2
SUSD4
C1orf21
SLC38A8
COL11A1
DAGLB
NSFL1C
TCP11L2
TBX15
C6orf132
BRD2
ITGA7
ATP5J
LMX1A
ASXL1
CMTM5
AKR1B1
PALM
NOSTRIN
ECM1
TNRC6C
RALGAPA2
TAPBP
C4orf22
CR1
EEF1E1
TMEM30C
EIF2C2
USP42
ANK1
PITPNM3
ADORA1
POU6F2
AMN
HLTF
RAB24
WFDC1
ABCG1
FAM160B1
CACNB2
SALL1
GK2
BDH1
PNPO
LHX4
DGAT2
RIMS2
MLLT11
WDR48
LOC100192378
MT1E
KLF10
ME2
PTPRG
GPR125
EDARADD
C4orf49
AHDC1
SLC16A7
PLCXD2
PLXNA4
SLC25A10
GLG1
FAM190A
RPS19BP1
LACE1
CHST13
KIAA1804
SSPN
GRK1
GPR180
ANKS3
HTR1B
LMF1
DENND5B
SRL
CA7
MIR516A2
RPL22L1
NTF3
TBX5
MMP9
PLEKHG1
FAM72B
HKDC1
LOC388965
C3orf67
KIAA0355
USP46
HS3ST3B1
ATXN2L
FAM171B
TRIB1
LRRC43
PDX1
GLDN
SFI1
ALOXE3
PSORS1C3
MSI2
SPRY2
AASS
AKR1B10
ABHD11
CCDC150
LRDD
LASS6
UFM1
PODXL
RSAD2
RFWD3
PREP
GPR128
RBM38
PLEKHG7
TK2
ITPR2
CPLX1
EP300
C10orf27
MN1
MBP
TRAPPC5
ACAD9
OSGIN1
SLC38A10
TCN1
WDFY2
TAGAP
IDUA
ERAP1
KIFC1
CYP4V2
POLR2K
SCHIP1
HOXA2
FPGS
PIGT
PASK
SMARCB1
CLDN5
TACC1
VIPR2
SCAP
TMOD3
SLC9A3
RYK
TNK2
ZC3HAV1
LOC257358
GPC6
IRS2
SPAG1
CCDC46
DBX1
GABRB3
MFAP4
LOC285370
ICAM5
C1QTNF1
HINT2
PARP12
TRRAP
WIPF3
NR4A2
NEK8
INMT
TAF3
WDYHV1
GSG1
PFAS
LIN9
SOX2OT
C7orf55
EVX2
DSC2
ONECUT2
CHP2
COTL1
NEFL
OR2V2
FAM53C
PPP1R3C
LOC642597
IMPAD1
MRPL52
TBC1D4
ITGA8
PPY
LOC650623
SLC17A9
TRERF1
MYO15A
MCM5
RFXAP
USP32
ORC5L
HIST1H4B
GRB2
PNRC1
CA4
RORA
CDH22
CDH3
DZIP1L
CCNY
C16orf68
FBLN2
GPR182
THSD1P
C3orf59
TRIM42
UBE2G2
IL27
C6orf155
GPR123
RNF17
OR13C8
ETV4
GABRB1
PLA2G4D
UBE3C
RP1
C11orf70
CDT1
CCDC33
RFTN1
WSCD2
ZSCAN16
SLC25A16
COBRA1
ALKBH2
HS3ST3A1
MYO15B
TJP1
MMP15
FAR2
TBX1
MCART3P
RAB13
C7orf58
FAM131A
ZNF423
GREB1
TCF25
LTBP3
SRMS
TRIM26
OR5A1
PPY2
ABHD6
FLJ44606
PLXNB1
DTD1
KIAA0174
FURIN
THRB
NIPA1
NCRNA00164
KCNA2
ATP2C2
CARD10
PCDH17
MTCH2
SOHLH2
LAMC2
PLCL1
OLFM2
LHCGR
STK38L
RTN4
CNGA3
ANKZF1
SETD1A
ANP32A
DENND2C
SLC5A10
TRABD
EIF5A
MCART1
TMEM14B
HK1
EBF1
ATF1
TRIP12
FAM132A
P4HA3
ARAP1
TSNAXIP1
FMN2
EHD1
TRIM11
KRT6A
CYTH3
LRPAP1
CYP1A1
RAD54L2
ZNF37A
BIN2
CLCN1
TMEM132E
SIL1
CYFIP1
SPG7
BAIAP2L1
B3GAT2
HEG1
CAND2
ZAR1L
KLHL5
C20orf123
ITGB1
CCDC90A
C10orf72
MYO9B
C1QB
TMEM55B
ATPBD4
ZC3HC1
MIR375
MKRN3
GAP43
CYP51A1
TFEB
PDZRN3
SLC39A10
C6orf165
ANO2
TFDP2
TNFRSF10D
FAM36A
ARL8B
DIO2
SEMA4C
KLF13
KIAA0802
DDX60L
NUCB2
MGAT1
GOLGA6D
GTF3A
SLC16A9
RICH2
TRIOBP
TEX9
PPP1R9B
PRKAR1B
CD8A
ZNF629
ABAT
FLJ43860
SEMA3F
CLPTM1L
TBC1D10C
C15orf41
LOC284276
PRLR
KCTD8
FBXO5
RGMB
FSCN2
C1GALT1
HS6ST1
ZNF10
DUSP28
PKP3
DMTF1
NME4
GHRH
SUGT1
LARGE
BNC1
PBX1
MAPK9
BEND3
KLHL31
EI24
ACBD6
DGKD
UVRAG
TKT
UBR4
SEMA3D
MON2
C5orf15
NHSL1
C1orf135
PAN2
GRB10
PCCA
LAMC3
ANKRD20B
RASSF6
GAD1
LIMD1
MTHFS
TEX10
PAQR5
RPL23P8
SPATA13
STK32B
SHISA9
ADAD2
LRIG1
ZNF3
LOC728264
EGFL8
C20orf111
SIGMAR1
IRX3
TMED2
CNDP1
FGD2
GAL
TPPP
KLHL30
SPRED2
SEMA6D
SHFM1
TMEM41B
RAI14
LOC100129637
C6orf123
FAT3
LRP8
ECE1
ENDOG
SIRPB2
CDC42EP4
MAP2K3
DCLK2
EPHB3
TJAP1
ST3GAL6
ODF3L1
LOC729234
CELSR1
BTBD17
MTAP
GDF10
C12orf60
CCDC60
FNBP4
PGAP1
AGPAT9
EFNA5
LOC285692
C2orf42
SPATA2L
CDC42SE2
DTX1
LOC283914
RHOT1
CBLN2
ZNF616
TUBB2A
FAM82A1
C6orf127
SPON1
SH3BP2
SUMO3
FBXL18
NDUFS6
DIRAS1
IQCK
